filename,trialnum,condition,target,face_up,target_up,analysis_p_len,ltcenteraoi,ftsideaoi,valid_gaze_percent,longest_nv_combined,pfix_center_bef_disengagement,aoi_border_violation,technical_error,combination,csaccpindex
TV10_SRT3.gazedata,10,4,3,299.988,866.6321,1183.2861,-1,-1,0,1183.2861,0,0,1,-1,-1
TV10_SRT3.gazedata,11,4,6,266.656,299.988,583.3101,-1,-1,0,583.3101,0,0,1,-1,-1
TV19_SRT1.gazedata,0,2,6,504.512,2333.6738,821.1599,283.314,299.9839,0.98,16.645,0.9797,0,0,283.314,0.15684
TV19_SRT1.gazedata,1,3,5,499.9858,2327.1509,816.7058,283.3879,300.0588,1,0,0.97959,0,0,283.3879,0.15693
TV19_SRT1.gazedata,2,4,3,500.02,2366.29,850.1731,300.144,333.488,0.96154,15.3882,0.96078,0,0,300.144,0.17664
TV19_SRT1.gazedata,3,4,4,499.8159,2399.4749,899.8298,366.6948,383.3518,1,0,0.98149,0,0,366.6948,0.25494
TV19_SRT1.gazedata,4,3,6,499.949,2317.334,816.5791,283.2969,299.9609,1,0,0.97959,0,0,283.2969,0.15682
TV19_SRT1.gazedata,5,3,3,499.8379,2399.709,883.4429,333.571,366.8989,1,0,0.96228,0,0,333.571,0.21597
TV19_SRT1.gazedata,6,4,6,500.0669,2316.9131,816.894,266.8311,300.1621,1,0,0.9592,0,0,266.8311,0.13745
TV19_SRT1.gazedata,7,4,5,500.012,2349.9502,816.678,283.3342,299.998,1,0,0.9796,0,0,283.3342,0.15686
TV19_SRT1.gazedata,8,2,5,500.012,2366.467,833.427,283.394,316.73,1,0,0.96,0,0,283.394,0.15693
TV19_SRT1.gazedata,9,2,3,500.0642,2316.1082,800.032,249.9741,283.3049,1,0,0.95834,0,0,249.9741,0.11762
TV19_SRT1.gazedata,10,3,4,500.0459,2332.7351,816.679,266.6909,299.97,1,0,0.95925,0,0,266.6909,0.13728
TV19_SRT1.gazedata,11,2,4,500.0652,2466.26,983.2842,433.22,466.5471,1,0,0.8643,0,0,433.22,0.3332
TV19_SRT2.gazedata,0,2,4,499.9832,2483.3831,966.6311,266.656,449.981,1,0,0.81035,0,0,266.656,0.13724
TV19_SRT2.gazedata,1,4,4,500.5408,2499.384,983.8809,433.2461,466.6221,1,0,0.71145,0,0,433.2461,0.33323
TV19_SRT2.gazedata,2,3,5,502.729,2383.3679,852.728,316.6819,333.335,0.57692,282.6699,0.60942,0,1,-1,-1
TV19_SRT2.gazedata,3,3,6,499.9651,2317.071,799.8181,249.949,283.2742,1,0,0.85419,0,0,249.949,0.11759
TV19_SRT2.gazedata,4,2,6,499.96,2333.2939,816.481,266.542,299.866,1,0,0.95919,0,0,266.542,0.13711
TV19_SRT2.gazedata,5,4,5,499.5549,2317.2778,799.6379,250.064,283.4138,1,0,0.68807,0,1,-1,-1
TV19_SRT2.gazedata,6,4,6,499.481,2300.6218,782.8391,250.021,266.6909,1,0,0.97871,0,0,250.021,0.11767
TV19_SRT2.gazedata,7,4,3,500.2119,2316.03,816.7969,283.2461,299.9189,1,0,0.97959,0,0,283.2461,0.15676
TV19_SRT2.gazedata,8,2,5,499.958,2317.1492,799.9822,250.0161,283.3572,1,0,0.95832,0,0,250.0161,0.11767
TV19_SRT2.gazedata,9,3,3,500.2319,2316.114,800.248,250.0229,283.355,1,0,0.95835,0,0,250.0229,0.11767
TV19_SRT2.gazedata,10,3,4,499.969,2349.9141,833.134,283.177,316.5,1,0,0.96,0,0,283.177,0.15668
TV19_SRT2.gazedata,11,2,3,500.177,2333.1431,816.6492,266.4529,299.7891,1,0,0.95918,0,0,266.4529,0.137
TV19_SRT3.gazedata,0,3,4,500.051,2333.5789,800.113,250.0229,283.3579,1,0,0.79172,0,0,250.0229,0.11767
TV19_SRT3.gazedata,1,2,3,500.573,2349.365,817.198,266.572,299.918,1,0,0.69409,0,1,-1,-1
TV19_SRT3.gazedata,2,4,4,500.0281,2300.0339,783.3521,233.3828,266.657,1,0,0.95752,0,0,233.3828,0.098097
TV19_SRT3.gazedata,3,2,4,499.927,2216.2891,683.332,150.0671,166.738,1,0,0.9756,0,0,150.0671,7.8987e-05
TV19_SRT3.gazedata,4,4,6,500.144,2550.3518,1049.9299,499.8308,533.1648,1,0,0.84118,0,0,499.8308,0.41157
TV19_SRT3.gazedata,5,2,6,500.0762,2333.8179,816.55,266.48,299.804,1,0,0.75507,0,0,266.48,0.13704
TV19_SRT3.gazedata,6,3,5,499.9731,2300.0972,799.9189,249.9512,283.283,1,0,0.95833,0,0,249.9512,0.11759
TV19_SRT3.gazedata,7,4,3,499.9121,2299.5591,783.1899,249.926,266.584,1,0,0.97873,0,0,249.926,0.11756
TV19_SRT3.gazedata,8,4,5,500.1851,2283.3311,783.4771,233.2961,266.6282,1,0,0.95746,0,0,233.2961,0.097995
TV19_SRT3.gazedata,9,2,5,500.1182,2283.2991,766.8201,233.3708,250.0349,1,0,0.97827,0,0,233.3708,0.098083
TV19_SRT3.gazedata,10,3,3,500.1909,2299.4199,783.48,233.3289,266.624,1,0,0.9575,0,0,233.3289,0.098034
TV19_SRT3.gazedata,11,3,6,499.8159,2283.479,766.491,216.675,250.0081,1,0,0.95651,0,0,216.675,0.078441
TV20_SRT1.gazedata,0,3,6,500.179,2383.8042,883.3508,316.5671,366.551,1,0,0.94342,0,0,316.5671,0.19596
TV20_SRT1.gazedata,1,2,3,499.897,2664.0989,1183.1841,533.2158,666.717,0.93056,83.5181,0.88717,0,0,533.2158,0.45084
TV20_SRT1.gazedata,2,4,4,499.9648,2316.688,833.282,283.313,316.646,1,0,0.96,0,0,283.313,0.15684
TV20_SRT1.gazedata,3,2,5,491.8191,2356.8291,858.457,316.6409,349.9709,0.92453,16.9558,0.96117,1,1,-1,-1
TV20_SRT1.gazedata,4,4,3,503.3311,2299.4951,803.4092,233.428,283.4231,0.93878,16.197,0.93777,0,0,233.428,0.098151
TV20_SRT1.gazedata,5,3,5,489.2649,2397.1389,853.8938,313.1299,346.4629,0.4902,347.2019,0.96096,0,1,-1,-1
TV20_SRT1.gazedata,6,4,6,499.709,2933.4009,1416.655,866.96,900.2949,1,0,0.97647,0,0,866.96,0.84348
TV20_SRT1.gazedata,7,2,4,499.802,2299.719,799.988,250.2322,283.5171,1,0,0.95839,0,0,250.2322,0.11792
TV20_SRT1.gazedata,8,3,3,500.3489,2333.2761,833.7588,283.4121,316.741,1,0,0.96003,0,0,283.4121,0.15696
TV20_SRT1.gazedata,9,3,4,516.5159,2333.8479,833.2419,266.719,300.054,0.98039,16.666,0.95999,0,0,266.719,0.13732
TV20_SRT1.gazedata,10,4,5,483.4421,2307.46,800.042,249.8799,283.2639,0.97917,16.689,0.95827,0,0,249.8799,0.11751
TV20_SRT1.gazedata,11,2,6,500.2439,2497.99,986.2,452.1431,468.812,0.62712,361.801,0.9831,0,1,-1,-1
TV20_SRT2.gazedata,0,3,3,500.2561,2417.5371,917.375,350.4561,400.4509,0.875,33.3179,0.9455,0,0,350.4561,0.23583
TV20_SRT2.gazedata,1,4,3,500.7681,2505.0059,983.6799,433.1279,466.4438,0.93333,33.3088,0.96613,0,0,433.1279,0.33309
TV20_SRT2.gazedata,2,2,3,500.5361,2371.2859,867.1021,333.2468,349.8989,0.96226,16.679,0.9808,1,1,-1,-1
TV20_SRT2.gazedata,3,2,6,500.0911,2401.3049,884.373,333.613,367.616,0.57407,316.1909,0.96155,1,1,-1,-1
TV20_SRT2.gazedata,4,4,5,499.7161,2385.3801,849.9521,316.906,333.5762,0.90385,33.0869,0.98039,0,0,316.906,0.19636
TV20_SRT2.gazedata,5,2,5,500.0479,2350.0242,833.4639,300.084,316.749,0.96078,16.041,0.98001,0,0,300.084,0.17657
TV20_SRT2.gazedata,6,3,5,500.7412,2416.9558,900.6692,349.9099,383.251,0.89091,100.2981,0.96298,0,0,349.9099,0.23519
TV20_SRT2.gazedata,7,2,4,500.303,2399.9189,883.5759,333.3621,366.614,0.85185,82.292,0.96237,0,0,333.3621,0.21572
TV20_SRT2.gazedata,8,3,4,502.6892,2467.687,1487.1221,-1,-1,0.57778,333.0898,0.056035,0,1,-1,-1
TV20_SRT2.gazedata,9,3,6,484.5798,6599.1228,1481.7769,-1,-1,0.010989,1381.582,1,0,1,-1,-1
TV20_SRT2.gazedata,10,4,6,502.3149,2350.6538,836.636,284.053,317.3188,0.56863,283.0461,0.96024,0,1,-1,-1
TV20_SRT2.gazedata,11,4,4,505.9238,2282.978,789.1819,233.271,266.5911,0.95833,15.9968,0.95778,0,0,233.271,0.097966
TV20_SRT3.gazedata,0,3,5,500.8062,2267.281,734.095,183.2539,216.5769,0.82222,133.699,0.95461,0,0,183.2539,0.039122
TV20_SRT3.gazedata,1,2,3,500.907,2345.0129,834.2668,266.6799,316.6938,0.70588,182.686,0.94005,0,0,266.6799,0.13727
TV20_SRT3.gazedata,2,3,6,500.113,2349.781,850.0449,299.926,333.262,0.94231,16.7129,0.96078,0,0,299.926,0.17638
TV20_SRT3.gazedata,3,2,5,500,2350.7349,816.7852,283.417,300.083,0.9,49.9722,0.9796,0,0,283.417,0.15696
TV20_SRT3.gazedata,4,4,6,489.4512,2317.134,824.762,251.4722,301.4709,0.32653,285.8398,0.93938,0,1,-1,-1
TV20_SRT3.gazedata,5,4,5,499.957,2267.2742,766.665,216.7231,250.052,1,0,0.95653,0,0,216.7231,0.078498
TV20_SRT3.gazedata,6,3,3,500.7441,6019.2791,1487.3621,-1,-1,0.3,1019.957,0.29187,0,1,-1,-1
TV20_SRT3.gazedata,7,3,4,500.854,2373.2319,851.1409,300.321,333.6538,0.94231,16.2019,0.96084,0,0,300.321,0.17685
TV20_SRT3.gazedata,8,4,4,500.782,2335.614,867.3408,266.5471,349.887,1,0,0.90391,0,0,266.5471,0.13711
TV20_SRT3.gazedata,9,4,3,501.7322,2349.5149,851.6641,299.947,333.272,1,0,0.96087,0,0,299.947,0.17641
TV20_SRT3.gazedata,10,2,4,500.0928,2383.4031,866.7358,316.636,349.979,0.98113,16.6931,0.96153,0,0,316.636,0.19604
TV20_SRT3.gazedata,11,2,6,490.624,3317.9089,1489.239,-1,-1,0.044444,1030.6172,0.21655,0,1,-1,-1
TV32_SRT1.gazedata,0,4,6,501.917,2533.906,1018.5449,466.6331,499.969,0.98387,16.865,0.96727,0,0,466.6331,0.37251
TV32_SRT1.gazedata,1,2,3,499.9771,2449.5178,933.2151,383.2668,416.5779,1,0,0.96431,0,0,383.2668,0.27443
TV32_SRT1.gazedata,2,2,5,500.2739,2401.1711,900.1709,366.564,383.231,1,0,0.98148,0,0,366.564,0.25478
TV32_SRT1.gazedata,3,3,6,499.5591,2533.98,1032.9939,483.4189,516.761,1,0,0.5648,0,1,-1,-1
TV32_SRT1.gazedata,4,3,4,500.021,2615.915,1116.551,566.5361,599.863,1,0,0.97015,0,0,566.5361,0.49004
TV32_SRT1.gazedata,5,4,5,500.0359,2434.252,933.4119,383.374,416.7039,1,0,0.96429,0,0,383.374,0.27456
TV32_SRT1.gazedata,6,2,4,499.97,2416.166,899.9832,366.6841,383.3481,1,0,0.98148,0,0,366.6841,0.25492
TV32_SRT1.gazedata,7,2,6,499.97,2530.0132,1000.0862,466.8,483.4592,1,0,0.98334,0,0,466.8,0.37271
TV32_SRT1.gazedata,8,4,4,500.0671,2573.7639,1050.1001,500.0469,533.3779,1,0,0.96826,0,0,500.0469,0.41182
TV32_SRT1.gazedata,9,4,3,489.5391,2384.3459,873.687,334.679,368.01,0.83019,116.594,0.96185,0,0,334.679,0.21727
TV32_SRT1.gazedata,10,3,3,499.8638,2383.469,883.2449,333.384,366.7119,1,0,0.96227,0,0,333.384,0.21575
TV32_SRT1.gazedata,11,3,5,500.957,2301.938,817.543,266.585,299.9189,0.98,15.7991,0.95923,0,0,266.585,0.13716
TV32_SRT2.gazedata,0,2,5,499.917,2399.9729,883.3479,333.4229,366.762,1,0,0.96226,0,0,333.4229,0.21579
TV32_SRT2.gazedata,1,2,4,500.0759,2449.448,933.3188,366.5759,399.9019,1,0,0.96429,0,0,366.5759,0.2548
TV32_SRT2.gazedata,2,3,4,499.855,2792.781,1492.6199,-1,-1,0.57778,591.7332,0.39078,0,1,-1,-1
TV32_SRT2.gazedata,3,4,3,500.1631,2400.146,883.343,333.186,366.511,1,0,0.96227,0,0,333.186,0.21551
TV32_SRT2.gazedata,4,2,3,500.064,2349.917,816.7109,283.3159,299.9758,1,0,0.9796,0,0,283.3159,0.15684
TV32_SRT2.gazedata,5,4,6,497.824,2516.541,997.7339,449.95,483.271,0.73333,207.5049,0.9666,0,1,-1,-1
TV32_SRT2.gazedata,6,3,5,500.1401,2416.592,883.4202,333.3701,366.7041,1,0,0.96227,0,0,333.3701,0.21573
TV32_SRT2.gazedata,7,4,5,501.4209,2450.6221,918.1709,383.406,400.084,0.96429,15.803,0.98184,0,0,383.406,0.2746
TV32_SRT2.gazedata,8,3,6,500.458,2433.197,916.9541,383.199,399.8831,1,0,0.9818,0,0,383.199,0.27435
TV32_SRT2.gazedata,9,3,3,500.019,2425.948,916.697,366.6719,400.0129,1,0,0.96363,0,0,366.6719,0.25491
TV32_SRT2.gazedata,10,2,6,487.1509,2350.5459,820.554,283.4048,316.7358,0.96,16.562,0.95938,0,0,283.4048,0.15695
TV32_SRT2.gazedata,11,4,4,501.0261,2499.575,1001.103,450.0049,483.397,0.96721,16.155,0.96664,0,0,450.0049,0.35295
TV32_SRT3.gazedata,0,3,4,509.082,2466.168,975.6709,416.7,450.0288,0.55932,354.3101,0.96584,0,1,-1,-1
TV32_SRT3.gazedata,1,2,4,499.9531,2433.2759,933.2729,383.293,416.6418,1,0,0.96427,0,0,383.293,0.27446
TV32_SRT3.gazedata,2,3,6,500.0071,2283.895,783.397,250.0459,266.7239,1,0,0.97871,0,0,250.0459,0.1177
TV32_SRT3.gazedata,3,2,3,502.8879,2399.3049,886.1938,333.3079,366.6418,0.87037,50.99,0.96239,0,0,333.3079,0.21566
TV32_SRT3.gazedata,4,2,6,501.554,2385.428,851.5491,300.0391,333.365,1,0,0.96086,0,0,300.0391,0.17652
TV32_SRT3.gazedata,5,4,6,501.019,2467.5579,934.5339,400.2009,416.855,1,0,0.98218,0,0,400.2009,0.29435
TV32_SRT3.gazedata,6,4,5,499.9949,3216.7471,1499.9089,-1,-1,1,0,0.34446,0,1,-1,-1
TV32_SRT3.gazedata,7,3,5,500.7581,2383.0959,867.177,316.4089,349.7278,1,0,0.96158,0,0,316.4089,0.19578
TV32_SRT3.gazedata,8,4,4,498.6589,2383.2959,883.2371,333.2979,366.574,0.60377,201.0879,0.96232,0,1,-1,-1
TV32_SRT3.gazedata,9,4,3,500.313,2349.9871,833.563,283.2319,316.5688,1,0,0.96001,0,0,283.2319,0.15674
TV32_SRT3.gazedata,10,3,3,499.7959,2300.2009,783.1899,250.0789,266.731,1,0,0.97874,0,0,250.0789,0.11774
TV32_SRT3.gazedata,11,2,5,499.8779,3012.6719,1493.7209,-1,-1,0.4,860.5552,0.31234,0,1,-1,-1
TV42_SRT1.gazedata,0,4,4,499.8679,2493.0581,972.8679,438.324,456.0339,0.58621,344.437,0.9818,0,1,-1,-1
TV42_SRT1.gazedata,1,3,5,499.9148,2450.5071,933.1379,383.228,416.5562,0.98246,15.845,0.96428,0,0,383.228,0.27439
TV42_SRT1.gazedata,2,3,3,501.9338,2449.886,935.1628,383.23,416.564,0.98246,16.8059,0.96435,0,0,383.23,0.27439
TV42_SRT1.gazedata,3,4,3,499.8938,2400.0588,899.9138,366.686,383.3589,1,0,0.98147,0,0,366.686,0.25492
TV42_SRT1.gazedata,4,2,4,483.7371,2483.511,950.771,433.665,450.374,0.96552,16.3181,0.98243,0,0,433.665,0.33372
TV42_SRT1.gazedata,5,2,6,499.9321,7292.2432,1483.3369,-1,-1,0.71111,433.2249,1,0,1,-1,-1
TV42_SRT1.gazedata,6,2,3,499.9739,2482.9751,966.6279,433.3181,449.9861,1,0,0.98276,0,0,433.3181,0.33332
TV42_SRT1.gazedata,7,4,5,499.9321,2383.311,883.3281,333.3911,366.7351,1,0,0.96225,0,0,333.3911,0.21575
TV42_SRT1.gazedata,8,2,5,499.9812,2316.564,816.7351,266.7358,300.085,1,0,0.95917,0,0,266.7358,0.13734
TV42_SRT1.gazedata,9,4,6,499.7732,7394.6399,1484.668,-1,-1,0.67778,484.7109,1,0,1,-1,-1
TV42_SRT1.gazedata,10,3,4,500.332,2449.5679,950.457,416.7959,433.468,0.96552,15.5142,0.98246,0,0,416.7959,0.31388
TV42_SRT1.gazedata,11,3,6,500.2251,2367.321,866.9199,316.687,350.0259,0.98113,15.917,0.96154,0,0,316.687,0.1961
TV42_SRT2.gazedata,0,3,4,504.064,2499.5061,970.9011,416.7942,450.1262,0.98305,16.605,0.96567,0,0,416.7942,0.31388
TV42_SRT2.gazedata,1,3,6,499.9871,2400.3892,883.269,333.3201,366.666,1,0,0.96225,0,0,333.3201,0.21567
TV42_SRT2.gazedata,2,4,3,499.9412,2449.3901,949.864,399.936,433.262,1,0,0.96492,0,0,399.936,0.29404
TV42_SRT2.gazedata,3,2,5,500.478,2483.4351,967.2549,416.6851,450.0171,1,0,0.96554,0,0,416.6851,0.31375
TV42_SRT2.gazedata,4,4,6,500.9968,2416.9561,917.6489,366.6511,399.9871,0.98214,16.6169,0.96367,0,0,366.6511,0.25488
TV42_SRT2.gazedata,5,3,3,500.155,2399.4539,883.5391,350.041,366.7119,1,0,0.98113,0,0,350.041,0.23534
TV42_SRT2.gazedata,6,4,4,499.989,2483.1499,949.989,400.033,433.3499,1,0,0.96493,0,0,400.033,0.29416
TV42_SRT2.gazedata,7,2,6,499.854,2417.3909,882.8091,333.1709,366.4929,1,0,0.96225,0,0,333.1709,0.2155
TV42_SRT2.gazedata,8,3,5,499.936,2333.522,816.6992,266.7688,300.103,0.96,15.4021,0.95918,0,0,266.7688,0.13738
TV42_SRT2.gazedata,9,4,5,499.894,2366.769,849.8789,299.9858,333.3179,1,0,0.96078,0,0,299.9858,0.17645
TV42_SRT2.gazedata,10,2,3,500.1482,2334.6509,816.6111,266.4768,299.8069,1,0,0.95918,0,0,266.4768,0.13703
TV42_SRT2.gazedata,11,2,4,507.6489,2366.613,857.4929,299.856,333.1899,0.92308,17.6541,0.96113,0,0,299.856,0.1763
TV42_SRT3.gazedata,0,2,4,506.054,2450.0979,939.313,400.0278,416.6899,0.66071,243.834,0.98226,0,1,-1,-1
TV42_SRT3.gazedata,1,2,3,499.8269,2400.2112,883.3201,333.5552,366.8352,1,0,0.96232,0,0,333.5552,0.21595
TV42_SRT3.gazedata,2,4,3,500.0129,2399.938,883.217,333.21,366.532,0.96296,15.885,0.96227,0,0,333.21,0.21554
TV42_SRT3.gazedata,3,4,5,500.3171,2283.8269,783.7051,233.3899,266.731,1,0,0.95746,0,0,233.3899,0.098106
TV42_SRT3.gazedata,4,3,5,500.0381,2350.0349,833.3452,283.323,316.655,0.98039,15.313,0.96,0,0,283.323,0.15685
TV42_SRT3.gazedata,5,3,3,499.4709,2349.97,849.427,299.9661,333.2419,1,0,0.96083,0,0,299.9661,0.17643
TV42_SRT3.gazedata,6,3,4,500.2141,2349.9958,850.176,299.96,333.2939,1,0,0.96079,0,0,299.96,0.17642
TV42_SRT3.gazedata,7,4,4,500.085,2350.1719,849.9961,299.9229,333.2439,1,0,0.9608,0,0,299.9229,0.17638
TV42_SRT3.gazedata,8,3,6,499.99,2350.4541,816.7141,266.7112,300.0581,1,0,0.95917,0,0,266.7112,0.13731
TV42_SRT3.gazedata,9,2,5,499.97,2350.0901,816.7161,266.71,300.0461,1,0,0.95918,0,0,266.71,0.13731
TV42_SRT3.gazedata,10,4,6,499.864,2366.7209,833.2231,300.02,316.6821,1,0,0.98,0,0,300.02,0.17649
TV42_SRT3.gazedata,11,2,6,499.842,2383.3921,866.6421,316.8062,350.1392,1,0,0.96154,0,0,316.8062,0.19624
TV45_SRT1.gazedata,0,4,4,505.2661,2517.937,1005.2561,449.9731,483.311,0.96721,15.6592,0.83425,0,0,449.9731,0.35291
TV45_SRT1.gazedata,1,4,6,499.8511,2383.876,866.5662,333.375,350.051,1,0,0.9423,0,0,333.375,0.21574
TV45_SRT1.gazedata,2,2,4,500.323,2516.1191,1000.2979,466.636,483.302,0.95082,16.6648,0.98334,0,0,466.636,0.37251
TV45_SRT1.gazedata,3,4,3,499.968,2445.2581,1033.3499,400.0549,516.7129,0.96825,16.7139,0.88711,0,0,400.0549,0.29418
TV45_SRT1.gazedata,4,2,3,505.4551,2616.4719,1122.0249,566.5959,599.8909,1,0,0.89203,0,0,566.5959,0.49011
TV45_SRT1.gazedata,5,3,4,500.042,2533.52,1016.825,466.7871,500.123,1,0,0.96722,0,0,466.7871,0.37269
TV45_SRT1.gazedata,6,3,5,500.1699,2383.6941,883.4739,333.4951,366.6331,0.98148,15.8762,0.96249,0,0,333.4951,0.21588
TV45_SRT1.gazedata,7,2,6,500.0229,2466.6948,950.105,416.7549,433.4189,1,0,0.84212,0,0,416.7549,0.31383
TV45_SRT1.gazedata,8,4,5,500.074,2416.479,916.7419,366.668,400,1,0,0.96364,0,0,366.668,0.2549
TV45_SRT1.gazedata,9,2,5,499.8569,2383.533,883.3398,333.5349,366.8708,1,0,0.96226,0,0,333.5349,0.21592
TV45_SRT1.gazedata,10,3,6,500.002,2433.301,899.9849,350.041,383.3521,1,0,0.92594,0,0,350.041,0.23534
TV45_SRT1.gazedata,11,3,3,509.0979,2405.333,1064.2561,338.1479,538.1931,0.34921,592.6279,0.81203,0,1,-1,-1
TV45_SRT2.gazedata,0,3,6,486.3191,3016.155,1477.7869,-1,-1,0.17978,581.636,0.096406,0,1,-1,-1
TV45_SRT2.gazedata,1,4,5,484.3638,2400.135,884.4399,333.4341,366.7642,1,0,0.96232,0,0,333.4341,0.2158
TV45_SRT2.gazedata,2,2,5,500.1179,2349.917,849.9641,299.8879,333.2361,1,0,0.96077,0,0,299.8879,0.17634
TV45_SRT2.gazedata,3,4,6,499.8489,2433.408,1066.762,366.894,550.241,0.95385,33.332,0.75004,1,1,-1,-1
TV45_SRT2.gazedata,4,3,3,499.969,2382.8,866.575,333.269,349.9409,1,0,0.98076,0,0,333.269,0.21561
TV45_SRT2.gazedata,5,4,4,500.6748,2033.356,917.3499,366.676,400.012,0.96429,15.854,0.8715,0,0,366.676,0.25491
TV45_SRT2.gazedata,6,2,3,500.113,2416.0791,883.427,349.9871,366.655,1,0,0.98113,0,0,349.9871,0.23528
TV45_SRT2.gazedata,7,4,3,499.8679,2526.5059,1016.4978,466.6438,499.9668,1,0,0.96722,0,0,466.6438,0.37252
TV45_SRT2.gazedata,8,2,6,500.0881,2466.615,933.467,383.3711,416.708,0.98246,15.293,0.96429,0,0,383.3711,0.27455
TV45_SRT2.gazedata,9,3,5,500.22,2418.9919,900.0378,349.7532,383.135,1,0,0.96291,0,0,349.7532,0.235
TV45_SRT2.gazedata,10,2,4,499.917,2439.436,933.2371,383.313,416.6489,1,0,0.96428,0,0,383.313,0.27449
